N,naive_time,rabin_karp_time
1000,0.2982597351074219,0.6261365413665771
2000,1.1320738792419434,2.6309149265289307
3000,2.621051788330078,5.831383228302002
4000,4.585236072540283,10.341796636581421
5000,7.102949142456055,16.5704288482666
8000,18.820968866348267,48.79548788070679
